admin4,admin5,Admin6or7,Admin7or8,AreaCode
東京都,,八丈支庁,八丈町,13401
東京都,,八丈支庁,青ヶ島村,13402
東京都,,小笠原支庁,小笠原村,13421
神奈川県,,,横須賀市,14201
神奈川県,,,三浦市,14210
新潟県,,新潟市,西蒲区,15108
新潟県,,,三条市,15204
新潟県,,,柏崎市,15205
新潟県,,,新発田市,15206
新潟県,,,十日町市,15210
新潟県,,,村上市,15212
新潟県,,,糸魚川市,15216
新潟県,,,妙高市,15217
新潟県,,,五泉市,15218
新潟県,,,上越市,15222
新潟県,,,佐渡市,15224
新潟県,,,魚沼市,15225
新潟県,,,南魚沼市,15226
新潟県,,,胎内市,15227
新潟県,,東蒲原郡,阿賀町,15385
新潟県,,南魚沼郡,湯沢町,15461
新潟県,,中魚沼郡,津南町,15482
新潟県,,岩船郡,関川村,15581
新潟県,,岩船郡,粟島浦村,15586
富山県,,,富山市,16201
富山県,,,魚津市,16204
富山県,,,黒部市,16207
富山県,,,南砺市,16210
富山県,,中新川郡,上市町,16322
富山県,,中新川郡,立山町,16323
富山県,,下新川郡,朝日町,16343
石川県,,,金沢市,17201
石川県,,,小松市,17203
石川県,,,輪島市,17204
石川県,,,珠洲市,17205
石川県,,,白山市,17210
石川県,,羽咋郡,志賀町,17384
石川県,,鳳珠郡,穴水町,17461
石川県,,鳳珠郡,能登町,17463
福井県,,,福井市,18201
福井県,,,敦賀市,18202
福井県,,,大野市,18205
福井県,,,勝山市,18206
福井県,,,越前市,18209
福井県,,今立郡,池田町,18382
福井県,,南条郡,南越前町,18404
福井県,,丹生郡,越前町,18423
福井県,,三方郡,美浜町,18442
山梨県,,,韮崎市,19207
山梨県,,,南アルプス市,19208
山梨県,,,北杜市,19209
山梨県,,南巨摩郡,早川町,19364
山梨県,,南巨摩郡,身延町,19365
山梨県,,南巨摩郡,南部町,19366
山梨県,,南巨摩郡,富士川町,19368
長野県,,,飯田市,20205
長野県,,,伊那市,20209
長野県,,,大町市,20212
長野県,,,飯山市,20213
長野県,,南佐久郡,川上村,20304
長野県,,南佐久郡,南牧村,20305
長野県,,南佐久郡,南相木村,20306
長野県,,南佐久郡,北相木村,20307
長野県,,南佐久郡,佐久穂町,20309
長野県,,上伊那郡,飯島町,20384
長野県,,下伊那郡,阿南町,20404
長野県,,下伊那郡,阿智村,20407
長野県,,下伊那郡,平谷村,20409
長野県,,下伊那郡,根羽村,20410
長野県,,下伊那郡,下條村,20411
長野県,,下伊那郡,売木村,20412
長野県,,下伊那郡,天龍村,20413
長野県,,下伊那郡,泰阜村,20414
長野県,,下伊那郡,大鹿村,20417
長野県,,木曽郡,上松町,20422
長野県,,木曽郡,大桑村,20430
長野県,,北安曇郡,白馬村,20485
長野県,,北安曇郡,小谷村,20486
長野県,,上高井郡,高山村,20543
長野県,,下高井郡,山ノ内町,20561
長野県,,下高井郡,木島平村,20562
長野県,,下高井郡,野沢温泉村,20563
長野県,,下水内郡,栄村,20602
岐阜県,,,郡上市,21219
岐阜県,,大野郡,白川村,21604
静岡県,,静岡市,葵区,22101
静岡県,,静岡市,清水区,22103
静岡県,,浜松市,天竜区,22137
静岡県,,,沼津市,22203
静岡県,,,富士宮市,22207
静岡県,,,島田市,22209
静岡県,,,富士市,22210
静岡県,,,藤枝市,22214
静岡県,,,下田市,22219
静岡県,,,伊豆市,22222
静岡県,,,御前崎市,22223
静岡県,,,牧之原市,22226
静岡県,,賀茂郡,河津町,22302
静岡県,,賀茂郡,南伊豆町,22304
静岡県,,賀茂郡,松崎町,22305
静岡県,,賀茂郡,西伊豆町,22306
静岡県,,榛原郡,川根本町,22429
静岡県,,周智郡,森町,22461
愛知県,,,新城市,23221
愛知県,,知多郡,南知多町,23445
愛知県,,知多郡,美浜町,23446
愛知県,,北設楽郡,設楽町,23561
愛知県,,北設楽郡,東栄町,23562
愛知県,,北設楽郡,豊根村,23563
三重県,,,熊野市,24212
三重県,,,志摩市,24215
三重県,,南牟婁郡,紀宝町,24562
京都府,,,舞鶴市,26202
大阪府,,大阪市,此花区,27104
兵庫県,,,姫路市,28201
兵庫県,,,豊岡市,28209
兵庫県,,,加古川市,28210
兵庫県,,,養父市,28222
兵庫県,,,南あわじ市,28224
兵庫県,,,たつの市,28229
兵庫県,,美方郡,香美町,28585
兵庫県,,美方郡,新温泉町,28586
奈良県,,,五條市,29207
奈良県,,吉野郡,吉野町,29441
奈良県,,吉野郡,下市町,29443
奈良県,,吉野郡,黒滝村,29444
奈良県,,吉野郡,天川村,29446
奈良県,,吉野郡,野迫川村,29447
奈良県,,吉野郡,十津川村,29449
奈良県,,吉野郡,下北山村,29450
奈良県,,吉野郡,上北山村,29451
奈良県,,吉野郡,川上村,29452
奈良県,,吉野郡,東吉野村,29453
和歌山県,,,御坊市,30205
和歌山県,,,田辺市,30206
和歌山県,,,新宮市,30207
和歌山県,,海草郡,紀美野町,30304
和歌山県,,伊都郡,かつらぎ町,30341
和歌山県,,伊都郡,高野町,30344
和歌山県,,有田郡,有田川町,30366
和歌山県,,日高郡,美浜町,30381
和歌山県,,日高郡,日高町,30382
和歌山県,,日高郡,由良町,30383
和歌山県,,日高郡,日高川町,30392
和歌山県,,西牟婁郡,白浜町,30401
和歌山県,,西牟婁郡,すさみ町,30406
和歌山県,,東牟婁郡,那智勝浦町,30421
和歌山県,,東牟婁郡,古座川町,30424
和歌山県,,東牟婁郡,串本町,30428
鳥取県,,,倉吉市,31203
鳥取県,,東伯郡,琴浦町,31371
鳥取県,,東伯郡,北栄町,31372
鳥取県,,西伯郡,大山町,31386
鳥取県,,西伯郡,南部町,31389
鳥取県,,西伯郡,伯耆町,31390
鳥取県,,日野郡,日南町,31401
鳥取県,,日野郡,日野町,31402
鳥取県,,日野郡,江府町,31403
島根県,,,松江市,32201
島根県,,,出雲市,32203
島根県,,,益田市,32204
島根県,,,安来市,32206
島根県,,,雲南市,32209
島根県,,飯石郡,飯南町,32386
島根県,,邑智郡,美郷町,32448
島根県,,邑智郡,邑南町,32449
島根県,,鹿足郡,津和野町,32501
島根県,,鹿足郡,吉賀町,32505
島根県,,隠岐郡,海士町,32525
島根県,,隠岐郡,西ノ島町,32526
島根県,,隠岐郡,知夫村,32527
島根県,,隠岐郡,隠岐の島町,32528
岡山県,,,笠岡市,33205
岡山県,,,高梁市,33209
岡山県,,,新見市,33210
岡山県,,,瀬戸内市,33212
岡山県,,,真庭市,33214
岡山県,,真庭郡,新庄村,33586
広島県,,,呉市,34202
広島県,,,福山市,34207
広島県,,,三次市,34209
広島県,,,庄原市,34210
広島県,,,大竹市,34211
広島県,,,廿日市市,34213
広島県,,,安芸高田市,34214
広島県,,,江田島市,34215
山口県,,,下関市,35201
山口県,,,宇部市,35202
山口県,,,山口市,35203
山口県,,,萩市,35204
山口県,,,岩国市,35208
山口県,,,光市,35210
山口県,,,長門市,35211
山口県,,,柳井市,35212
山口県,,,周南市,35215
山口県,,大島郡,周防大島町,35305
山口県,,熊毛郡,上関町,35341
山口県,,熊毛郡,平生町,35344
山口県,,阿武郡,阿武町,35502
徳島県,,,徳島市,36201
徳島県,,,阿南市,36204
徳島県,,,吉野川市,36205
徳島県,,,阿波市,36206
徳島県,,,美馬市,36207
徳島県,,,三好市,36208
徳島県,,勝浦郡,勝浦町,36301
徳島県,,勝浦郡,上勝町,36302
徳島県,,名東郡,佐那河内村,36321
徳島県,,名西郡,神山町,36342
徳島県,,那賀郡,那賀町,36368
徳島県,,海部郡,牟岐町,36383
徳島県,,海部郡,美波町,36387
徳島県,,海部郡,海陽町,36388
徳島県,,美馬郡,つるぎ町,36468
徳島県,,三好郡,東みよし町,36489
香川県,,,観音寺市,37205
香川県,,,三豊市,37208
香川県,,小豆郡,土庄町,37322
香川県,,小豆郡,小豆島町,37324
愛媛県,,,松山市,38201
愛媛県,,,宇和島市,38203
愛媛県,,,八幡浜市,38204
愛媛県,,,新居浜市,38205
愛媛県,,,西条市,38206
愛媛県,,,大洲市,38207
愛媛県,,,伊予市,38210
愛媛県,,,四国中央市,38213
愛媛県,,,西予市,38214
愛媛県,,越智郡,上島町,38356
愛媛県,,上浮穴郡,久万高原町,38386
愛媛県,,伊予郡,砥部町,38402
愛媛県,,喜多郡,内子町,38422
愛媛県,,西宇和郡,伊方町,38442
愛媛県,,北宇和郡,松野町,38484
愛媛県,,北宇和郡,鬼北町,38488
愛媛県,,南宇和郡,愛南町,38506
高知県,,,室戸市,39202
高知県,,,安芸市,39203
高知県,,,須崎市,39206
高知県,,,宿毛市,39208
高知県,,,土佐清水市,39209
高知県,,,四万十市,39210
高知県,,,香南市,39211
高知県,,,香美市,39212
高知県,,安芸郡,東洋町,39301
高知県,,安芸郡,奈半利町,39302
高知県,,安芸郡,田野町,39303
高知県,,安芸郡,安田町,39304
高知県,,安芸郡,北川村,39305
高知県,,安芸郡,馬路村,39306
高知県,,長岡郡,本山町,39341
高知県,,長岡郡,大豊町,39344
高知県,,土佐郡,土佐町,39363
高知県,,土佐郡,大川村,39364
高知県,,吾川郡,いの町,39386
高知県,,吾川郡,仁淀川町,39387
高知県,,高岡郡,中土佐町,39401
高知県,,高岡郡,佐川町,39402
高知県,,高岡郡,越知町,39403
高知県,,高岡郡,梼原町,39405
高知県,,高岡郡,津野町,39411
高知県,,高岡郡,四万十町,39412
高知県,,幡多郡,大月町,39424
高知県,,幡多郡,三原村,39427
高知県,,幡多郡,黒潮町,39428
福岡県,,,大牟田市,40202
福岡県,,,八女市,40210
福岡県,,,豊前市,40214
福岡県,,,宗像市,40220
福岡県,,,糸島市,40230
福岡県,,築上郡,上毛町,40646
福岡県,,築上郡,築上町,40647
佐賀県,,,唐津市,41202
佐賀県,,,鹿島市,41207
佐賀県,,東松浦郡,玄海町,41387
佐賀県,,藤津郡,太良町,41441
長崎県,,,長崎市,42201
長崎県,,,佐世保市,42202
長崎県,,,平戸市,42207
長崎県,,,対馬市,42209
長崎県,,,壱岐市,42210
長崎県,,,五島市,42211
長崎県,,,西海市,42212
長崎県,,,雲仙市,42213
長崎県,,,南島原市,42214
長崎県,,北松浦郡,小値賀町,42383
長崎県,,南松浦郡,新上五島町,42411
熊本県,,熊本市,西区,43103
熊本県,,,八代市,43202
熊本県,,,人吉市,43203
熊本県,,,山鹿市,43208
熊本県,,,菊池市,43210
熊本県,,,宇土市,43211
熊本県,,,上天草市,43212
熊本県,,,宇城市,43213
熊本県,,,阿蘇市,43214
熊本県,,,天草市,43215
熊本県,,下益城郡,美里町,43348
熊本県,,阿蘇郡,南小国町,43423
熊本県,,阿蘇郡,小国町,43424
熊本県,,阿蘇郡,産山村,43425
熊本県,,阿蘇郡,高森町,43428
熊本県,,阿蘇郡,南阿蘇村,43433
熊本県,,上益城郡,御船町,43441
熊本県,,上益城郡,山都町,43447
熊本県,,球磨郡,多良木町,43505
熊本県,,球磨郡,湯前町,43506
熊本県,,球磨郡,水上村,43507
熊本県,,球磨郡,相良村,43510
熊本県,,球磨郡,五木村,43511
熊本県,,球磨郡,山江村,43512
熊本県,,球磨郡,球磨村,43513
熊本県,,球磨郡,あさぎり町,43514
熊本県,,天草郡,苓北町,43531
大分県,,,中津市,44203
大分県,,,日田市,44204
大分県,,,佐伯市,44205
大分県,,,臼杵市,44206
大分県,,,津久見市,44207
大分県,,,竹田市,44208
大分県,,,豊後高田市,44209
大分県,,,杵築市,44210
大分県,,,宇佐市,44211
大分県,,,豊後大野市,44212
大分県,,,由布市,44213
大分県,,,国東市,44214
大分県,,東国東郡,姫島村,44322
大分県,,玖珠郡,九重町,44461
大分県,,玖珠郡,玖珠町,44462
宮崎県,,,都城市,45202
宮崎県,,,延岡市,45203
宮崎県,,,日南市,45204
宮崎県,,,小林市,45205
宮崎県,,,日向市,45206
宮崎県,,,串間市,45207
宮崎県,,,西都市,45208
宮崎県,,東諸県郡,国富町,45382
宮崎県,,東諸県郡,綾町,45383
宮崎県,,児湯郡,西米良村,45403
宮崎県,,児湯郡,木城町,45404
宮崎県,,児湯郡,川南町,45405
宮崎県,,児湯郡,都農町,45406
宮崎県,,東臼杵郡,門川町,45421
宮崎県,,東臼杵郡,諸塚村,45429
宮崎県,,東臼杵郡,椎葉村,45430
宮崎県,,東臼杵郡,美郷町,45431
宮崎県,,西臼杵郡,高千穂町,45441
宮崎県,,西臼杵郡,日之影町,45442
宮崎県,,西臼杵郡,五ヶ瀬町,45443
鹿児島県,,,枕崎市,46204
鹿児島県,,,阿久根市,46206
鹿児島県,,,指宿市,46210
鹿児島県,,,西之表市,46213
鹿児島県,,,薩摩川内市,46215
鹿児島県,,,日置市,46216
鹿児島県,,,いちき串木野市,46219
鹿児島県,,,南さつま市,46220
鹿児島県,,,志布志市,46221
鹿児島県,,,奄美市,46222
鹿児島県,,,伊佐市,46224
鹿児島県,,鹿児島郡,三島村,46303
鹿児島県,,鹿児島郡,十島村,46304
鹿児島県,,出水郡,長島町,46404
鹿児島県,,肝属郡,錦江町,46490
鹿児島県,,肝属郡,南大隅町,46491
鹿児島県,,肝属郡,肝付町,46492
鹿児島県,,熊毛郡,南種子町,46502
鹿児島県,,熊毛郡,屋久島町,46505
鹿児島県,,大島郡,大和村,46523
鹿児島県,,大島郡,宇検村,46524
鹿児島県,,大島郡,瀬戸内町,46525
鹿児島県,,大島郡,喜界町,46529
鹿児島県,,大島郡,徳之島町,46530
鹿児島県,,大島郡,天城町,46531
鹿児島県,,大島郡,伊仙町,46532
鹿児島県,,大島郡,和泊町,46533
鹿児島県,,大島郡,知名町,46534
鹿児島県,,大島郡,与論町,46535
沖縄県,,,那覇市,47201
沖縄県,,,石垣市,47207
沖縄県,,,浦添市,47208
沖縄県,,,名護市,47209
沖縄県,,,糸満市,47210
沖縄県,,,豊見城市,47212
沖縄県,,,宮古島市,47214
沖縄県,,国頭郡,国頭村,47301
沖縄県,,国頭郡,大宜味村,47302
沖縄県,,国頭郡,東村,47303
沖縄県,,国頭郡,本部町,47308
沖縄県,,国頭郡,恩納村,47311
沖縄県,,国頭郡,宜野座村,47313
沖縄県,,国頭郡,伊江村,47315
沖縄県,,島尻郡,渡嘉敷村,47353
沖縄県,,島尻郡,座間味村,47354
沖縄県,,島尻郡,粟国村,47355
沖縄県,,島尻郡,渡名喜村,47356
沖縄県,,島尻郡,南大東村,47357
沖縄県,,島尻郡,北大東村,47358
沖縄県,,島尻郡,伊平屋村,47359
沖縄県,,島尻郡,伊是名村,47360
沖縄県,,島尻郡,久米島町,47361
沖縄県,,宮古郡,多良間村,47375
沖縄県,,八重山郡,竹富町,47381
沖縄県,,八重山郡,与那国町,47382
